,load_id,customer_id,route_id,load_date,load_type,weight_lbs,pieces,revenue,fuel_surcharge,accessorial_charges,load_status,booking_type
62092,LOAD00062093,CUST00001,RTE00043,2026-03-09,Dry Van,18797,4,2387.23,249.44,150,Completed,Contract
62093,LOAD00062094,CUST00091,RTE00005,2026-03-09,Refrigerated,29848,7,4400.53,454.74,100,Completed,Dedicated
62094,LOAD00062095,CUST00072,RTE00035,2026-03-09,Dry Van,39000,24,2353.05,344.12,200,Completed,Dedicated
62095,LOAD00062096,CUST00070,RTE00036,2026-03-09,Dry Van,14300,3,749.52,86.46,75,Completed,Spot
62096,LOAD00062097,CUST00074,RTE00040,2026-03-09,Dry Van,36707,14,3992.5,524.7,150,Completed,Spot
62097,LOAD00062098,CUST00154,RTE00015,2026-03-09,Dry Van,27752,22,251.68,13.8,150,Completed,Dedicated
62098,LOAD00062099,CUST00165,RTE00051,2026-03-09,Dry Van,40555,20,3591.64,460.0,100,Completed,Dedicated
62099,LOAD00062100,CUST00077,RTE00039,2026-03-09,Dry Van,41634,2,2316.33,344.52,150,Completed,Dedicated
62100,LOAD00062101,CUST00138,RTE00015,2026-03-09,Dry Van,10740,6,288.31,13.8,0,Completed,Contract
62101,LOAD00062102,CUST00143,RTE00043,2026-03-09,Dry Van,29098,13,2440.91,249.44,75,Completed,Contract
62102,LOAD00062103,CUST00007,RTE00043,2026-03-09,Dry Van,43173,16,2511.51,249.44,0,Completed,Dedicated
62103,LOAD00062104,CUST00081,RTE00026,2026-03-09,Refrigerated,23063,16,3707.57,555.52,75,Completed,Dedicated
62104,LOAD00062105,CUST00142,RTE00009,2026-03-09,Dry Van,22424,28,1835.7,149.26,100,Completed,Dedicated
62105,LOAD00062106,CUST00090,RTE00001,2026-03-09,Dry Van,15294,14,1106.37,128.63,75,Completed,Contract
62106,LOAD00062107,CUST00170,RTE00048,2026-03-09,Dry Van,29700,3,5937.9,792.88,200,Completed,Dedicated
62107,LOAD00062108,CUST00090,RTE00022,2026-03-09,Dry Van,27263,2,1012.14,161.53,200,Completed,Dedicated
62108,LOAD00062109,CUST00152,RTE00053,2026-03-09,Dry Van,27078,15,1689.15,209.79,75,Completed,Dedicated
62109,LOAD00062110,CUST00056,RTE00015,2026-03-09,Dry Van,19616,20,228.86,13.8,0,Completed,Dedicated
62110,LOAD00062111,CUST00028,RTE00026,2026-03-09,Refrigerated,11896,20,2979.28,555.52,0,Completed,Dedicated
62111,LOAD00062112,CUST00018,RTE00011,2026-03-09,Refrigerated,15582,24,1031.83,131.28,200,Completed,Spot
62112,LOAD00062113,CUST00048,RTE00010,2026-03-09,Refrigerated,28523,8,144.32,15.64,200,Completed,Spot
62113,LOAD00062114,CUST00032,RTE00010,2026-03-09,Dry Van,38083,18,144.86,15.64,200,Completed,Contract
62114,LOAD00062115,CUST00012,RTE00041,2026-03-09,Refrigerated,21957,17,3051.45,255.36,50,Completed,Dedicated
62115,LOAD00062116,CUST00125,RTE00038,2026-03-09,Refrigerated,21545,14,3351.81,314.64,0,Completed,Spot
62116,LOAD00062117,CUST00170,RTE00048,2026-03-09,Refrigerated,37601,10,6972.84,792.88,200,Completed,Contract
62117,LOAD00062118,CUST00061,RTE00006,2026-03-09,Dry Van,14854,19,1606.23,189.0,75,Completed,Spot
62118,LOAD00062119,CUST00177,RTE00015,2026-03-09,Refrigerated,43304,7,258.59,13.8,0,Completed,Spot
62119,LOAD00062120,CUST00101,RTE00002,2026-03-09,Refrigerated,18266,8,1480.76,153.34,0,Completed,Dedicated
62120,LOAD00062121,CUST00123,RTE00029,2026-03-09,Refrigerated,10237,23,7127.96,891.82,0,Completed,Contract
62121,LOAD00062122,CUST00050,RTE00028,2026-03-09,Refrigerated,42367,27,4443.37,564.72,0,Completed,Dedicated
62122,LOAD00062123,CUST00121,RTE00013,2026-03-09,Refrigerated,44022,6,1052.92,141.33,0,Completed,Contract
62123,LOAD00062124,CUST00064,RTE00019,2026-03-09,Dry Van,16431,26,3023.01,406.72,0,Completed,Dedicated
62124,LOAD00062125,CUST00152,RTE00017,2026-03-09,Dry Van,15997,1,1822.3,384.2,200,Completed,Contract
62125,LOAD00062126,CUST00015,RTE00032,2026-03-10,Dry Van,14524,26,4832.17,451.8,0,Completed,Dedicated
62126,LOAD00062127,CUST00076,RTE00049,2026-03-10,Refrigerated,15507,22,1840.56,144.0,150,Completed,Contract
62127,LOAD00062128,CUST00105,RTE00051,2026-03-10,Refrigerated,12804,1,3042.18,460.0,75,Completed,Dedicated
62128,LOAD00062129,CUST00054,RTE00005,2026-03-10,Dry Van,31648,22,4676.61,454.74,0,Completed,Dedicated
62129,LOAD00062130,CUST00070,RTE00027,2026-03-10,Dry Van,33849,19,2904.03,419.43,150,Completed,Spot
62130,LOAD00062131,CUST00036,RTE00057,2026-03-10,Dry Van,29236,2,2422.37,276.3,50,Completed,Spot
62131,LOAD00062132,CUST00056,RTE00056,2026-03-10,Dry Van,12372,17,3681.94,309.24,150,Completed,Contract
62132,LOAD00062133,CUST00192,RTE00036,2026-03-10,Dry Van,38482,22,649.49,86.46,150,Completed,Dedicated
62133,LOAD00062134,CUST00140,RTE00029,2026-03-10,Refrigerated,27865,6,6881.33,891.82,0,Completed,Spot
62134,LOAD00062135,CUST00033,RTE00012,2026-03-10,Refrigerated,16840,3,6306.92,453.91,75,Completed,Spot
62135,LOAD00062136,CUST00051,RTE00024,2026-03-10,Dry Van,43511,21,2871.38,376.0,75,Completed,Dedicated
62136,LOAD00062137,CUST00067,RTE00058,2026-03-10,Refrigerated,20993,19,1148.62,98.61,0,Completed,Dedicated
62137,LOAD00062138,CUST00050,RTE00048,2026-03-10,Refrigerated,38770,22,6008.19,792.88,200,Completed,Contract
62138,LOAD00062139,CUST00050,RTE00045,2026-03-10,Refrigerated,42043,12,1320.98,137.31,100,Completed,Dedicated
62139,LOAD00062140,CUST00107,RTE00052,2026-03-10,Refrigerated,14670,26,1155.82,273.36,50,Completed,Dedicated
62140,LOAD00062141,CUST00143,RTE00020,2026-03-10,Refrigerated,14484,1,3902.96,738.48,50,Completed,Contract
62141,LOAD00062142,CUST00013,RTE00041,2026-03-10,Dry Van,32911,21,3089.3,255.36,75,Completed,Contract
62142,LOAD00062143,CUST00135,RTE00015,2026-03-10,Dry Van,43754,16,219.83,13.8,50,Completed,Spot
62143,LOAD00062144,CUST00199,RTE00030,2026-03-10,Refrigerated,10869,19,5920.81,708.51,150,Completed,Spot
62144,LOAD00062145,CUST00173,RTE00056,2026-03-10,Dry Van,25413,10,4064.05,309.24,100,Completed,Dedicated
62145,LOAD00062146,CUST00078,RTE00053,2026-03-10,Refrigerated,22544,14,1909.53,209.79,100,Completed,Dedicated
62146,LOAD00062147,CUST00107,RTE00029,2026-03-10,Dry Van,30165,17,7427.11,891.82,150,Completed,Dedicated
62147,LOAD00062148,CUST00093,RTE00011,2026-03-10,Refrigerated,43404,27,935.46,131.28,75,Completed,Spot
62148,LOAD00062149,CUST00147,RTE00052,2026-03-10,Refrigerated,32020,10,1357.27,273.36,150,Completed,Contract
62149,LOAD00062150,CUST00198,RTE00023,2026-03-10,Refrigerated,24540,20,3304.36,216.92,75,Completed,Spot
62150,LOAD00062151,CUST00108,RTE00027,2026-03-10,Dry Van,22304,27,2928.9,419.43,75,Completed,Dedicated
62151,LOAD00062152,CUST00013,RTE00023,2026-03-10,Refrigerated,44211,7,3300.58,216.92,0,Completed,Spot
62152,LOAD00062153,CUST00036,RTE00006,2026-03-10,Dry Van,33175,2,1249.75,189.0,75,Completed,Contract
62153,LOAD00062154,CUST00128,RTE00013,2026-03-10,Dry Van,19027,13,983.35,141.33,0,Completed,Dedicated
62154,LOAD00062155,CUST00122,RTE00058,2026-03-10,Dry Van,28275,21,1115.1,98.61,100,Completed,Spot
62155,LOAD00062156,CUST00073,RTE00026,2026-03-10,Refrigerated,43997,15,2962.25,555.52,200,Completed,Spot
62156,LOAD00062157,CUST00062,RTE00004,2026-03-10,Dry Van,40869,19,4252.72,383.23,0,Completed,Dedicated
62157,LOAD00062158,CUST00120,RTE00002,2026-03-10,Dry Van,44959,21,1643.26,153.34,0,Completed,Dedicated
62158,LOAD00062159,CUST00130,RTE00032,2026-03-10,Refrigerated,32349,19,3982.22,451.8,75,Completed,Contract
62159,LOAD00062160,CUST00059,RTE00020,2026-03-10,Refrigerated,27334,25,4179.36,738.48,50,Completed,Spot
62160,LOAD00062161,CUST00045,RTE00031,2026-03-10,Refrigerated,24180,15,1327.98,185.6,100,Completed,Spot
62161,LOAD00062162,CUST00014,RTE00045,2026-03-10,Refrigerated,29909,10,1480.03,137.31,75,Completed,Dedicated
62162,LOAD00062163,CUST00118,RTE00023,2026-03-10,Refrigerated,39617,7,3379.38,216.92,0,Completed,Contract
62163,LOAD00062164,CUST00113,RTE00037,2026-03-10,Refrigerated,44081,27,3739.55,537.81,200,Completed,Contract
62164,LOAD00062165,CUST00023,RTE00055,2026-03-10,Dry Van,24443,1,3121.98,357.25,100,Completed,Spot
62165,LOAD00062166,CUST00187,RTE00050,2026-03-10,Refrigerated,13718,20,1194.07,170.88,100,Completed,Dedicated
62166,LOAD00062167,CUST00184,RTE00057,2026-03-10,Dry Van,31880,14,2341.4,276.3,50,Completed,Dedicated
62167,LOAD00062168,CUST00002,RTE00037,2026-03-10,Refrigerated,17861,26,3993.18,537.81,0,Completed,Dedicated
62168,LOAD00062169,CUST00149,RTE00016,2026-03-10,Dry Van,29361,4,6695.19,463.93,0,Completed,Dedicated
62169,LOAD00062170,CUST00143,RTE00057,2026-03-10,Dry Van,39320,26,1990.4,276.3,0,Completed,Dedicated
62170,LOAD00062171,CUST00126,RTE00006,2026-03-10,Refrigerated,13987,14,1653.14,189.0,0,Completed,Contract
62171,LOAD00062172,CUST00005,RTE00032,2026-03-10,Dry Van,30550,25,4323.63,451.8,100,Completed,Spot
62172,LOAD00062173,CUST00012,RTE00013,2026-03-10,Dry Van,28895,10,1093.92,141.33,0,Completed,Contract
62173,LOAD00062174,CUST00146,RTE00014,2026-03-10,Refrigerated,26287,20,2826.89,228.76,200,Completed,Dedicated
62174,LOAD00062175,CUST00199,RTE00022,2026-03-10,Refrigerated,44108,25,1011.89,161.53,50,Completed,Dedicated
62175,LOAD00062176,CUST00165,RTE00057,2026-03-10,Refrigerated,18143,24,2237.76,276.3,75,Completed,Dedicated
62176,LOAD00062177,CUST00088,RTE00005,2026-03-10,Refrigerated,17708,18,4148.6,454.74,0,Completed,Spot
62177,LOAD00062178,CUST00004,RTE00018,2026-03-10,Dry Van,23432,5,1364.21,187.6,0,Completed,Dedicated
62178,LOAD00062179,CUST00095,RTE00014,2026-03-10,Refrigerated,18522,22,2429.09,228.76,100,Completed,Dedicated
62179,LOAD00062180,CUST00019,RTE00033,2026-03-10,Refrigerated,37018,4,378.46,40.08,100,Completed,Dedicated
62180,LOAD00062181,CUST00054,RTE00015,2026-03-10,Dry Van,27303,3,233.88,13.8,75,Completed,Dedicated
62181,LOAD00062182,CUST00094,RTE00013,2026-03-10,Dry Van,17361,19,1009.47,141.33,75,Completed,Spot
62182,LOAD00062183,CUST00105,RTE00011,2026-03-10,Refrigerated,22900,7,1038.56,131.28,0,Completed,Spot
62183,LOAD00062184,CUST00075,RTE00006,2026-03-10,Refrigerated,35123,7,1354.56,189.0,0,Completed,Dedicated
62184,LOAD00062185,CUST00141,RTE00053,2026-03-10,Refrigerated,21604,5,1793.15,209.79,0,Completed,Spot
62185,LOAD00062186,CUST00051,RTE00016,2026-03-10,Refrigerated,20387,11,6357.78,463.93,0,Completed,Dedicated
62186,LOAD00062187,CUST00126,RTE00006,2026-03-10,Refrigerated,31720,19,1330.28,189.0,150,Completed,Dedicated
62187,LOAD00062188,CUST00063,RTE00027,2026-03-10,Dry Van,41567,19,2877.47,419.43,0,Completed,Dedicated
62188,LOAD00062189,CUST00192,RTE00055,2026-03-10,Refrigerated,35373,25,3341.9,357.25,75,Completed,Contract
62189,LOAD00062190,CUST00134,RTE00054,2026-03-10,Dry Van,35586,14,3085.56,295.83,50,Completed,Spot
62190,LOAD00062191,CUST00175,RTE00058,2026-03-10,Refrigerated,18919,3,1052.63,98.61,100,Completed,Dedicated
62191,LOAD00062192,CUST00131,RTE00058,2026-03-10,Dry Van,29167,9,1093.7,98.61,200,Completed,Spot
62192,LOAD00062193,CUST00155,RTE00028,2026-03-10,Refrigerated,24549,11,4005.41,564.72,0,Completed,Contract
62193,LOAD00062194,CUST00132,RTE00045,2026-03-10,Dry Van,30896,6,1534.23,137.31,75,Completed,Contract
62194,LOAD00062195,CUST00181,RTE00042,2026-03-10,Refrigerated,33486,9,7012.54,472.14,50,Completed,Dedicated
62195,LOAD00062196,CUST00023,RTE00033,2026-03-10,Refrigerated,37483,3,430.6,40.08,50,Completed,Dedicated
62196,LOAD00062197,CUST00185,RTE00003,2026-03-10,Dry Van,17499,4,4645.98,580.87,100,Completed,Dedicated
62197,LOAD00062198,CUST00089,RTE00002,2026-03-10,Dry Van,28535,8,1285.38,153.34,100,Completed,Contract
62198,LOAD00062199,CUST00152,RTE00048,2026-03-10,Dry Van,17822,12,6293.44,792.88,0,Completed,Spot
62199,LOAD00062200,CUST00187,RTE00009,2026-03-10,Dry Van,12544,14,1961.19,149.26,200,Completed,Contract
62200,LOAD00062201,CUST00196,RTE00025,2026-03-10,Dry Van,40588,27,5765.29,565.38,200,Completed,Dedicated
62201,LOAD00062202,CUST00196,RTE00027,2026-03-10,Refrigerated,15888,1,2312.63,419.43,50,Completed,Contract
62202,LOAD00062203,CUST00028,RTE00008,2026-03-10,Refrigerated,19617,4,1918.96,114.3,0,Completed,Dedicated
62203,LOAD00062204,CUST00091,RTE00043,2026-03-10,Refrigerated,44836,23,2378.87,249.44,0,Completed,Contract
62204,LOAD00062205,CUST00197,RTE00045,2026-03-10,Dry Van,22565,13,1214.51,137.31,100,Completed,Spot
62205,LOAD00062206,CUST00175,RTE00031,2026-03-10,Dry Van,16337,10,1245.59,185.6,0,Completed,Spot
62206,LOAD00062207,CUST00182,RTE00055,2026-03-10,Dry Van,35087,17,3317.5,357.25,100,Completed,Contract
62207,LOAD00062208,CUST00154,RTE00029,2026-03-10,Refrigerated,39317,4,5779.68,891.82,50,Completed,Contract
62208,LOAD00062209,CUST00057,RTE00011,2026-03-10,Dry Van,29466,25,950.77,131.28,0,Completed,Dedicated
62209,LOAD00062210,CUST00092,RTE00019,2026-03-10,Refrigerated,15675,12,3058.15,406.72,100,Completed,Dedicated
62210,LOAD00062211,CUST00155,RTE00042,2026-03-10,Dry Van,40250,18,6827.23,472.14,100,Completed,Dedicated
62211,LOAD00062212,CUST00012,RTE00018,2026-03-10,Refrigerated,10835,18,1355.58,187.6,0,Completed,Dedicated
62212,LOAD00062213,CUST00095,RTE00026,2026-03-10,Dry Van,16322,26,3856.73,555.52,150,Completed,Spot
62213,LOAD00062214,CUST00190,RTE00033,2026-03-10,Dry Van,10321,9,408.55,40.08,0,Completed,Dedicated
62214,LOAD00062215,CUST00122,RTE00052,2026-03-10,Refrigerated,34567,2,1506.84,273.36,100,Completed,Dedicated
62215,LOAD00062216,CUST00152,RTE00039,2026-03-10,Dry Van,30383,9,2484.01,344.52,200,Completed,Spot
62216,LOAD00062217,CUST00089,RTE00001,2026-03-10,Refrigerated,34610,12,1070.36,128.63,0,Completed,Dedicated
62217,LOAD00062218,CUST00023,RTE00044,2026-03-10,Dry Van,11176,1,6694.95,814.37,0,Completed,Dedicated
62218,LOAD00062219,CUST00083,RTE00054,2026-03-10,Dry Van,32207,25,2784.44,295.83,100,Completed,Spot
62219,LOAD00062220,CUST00126,RTE00006,2026-03-11,Dry Van,14336,24,1397.56,189.0,150,Completed,Spot
62220,LOAD00062221,CUST00025,RTE00046,2026-03-11,Refrigerated,12913,15,6650.68,499.18,0,Completed,Spot
62221,LOAD00062222,CUST00042,RTE00018,2026-03-11,Refrigerated,12592,2,1302.89,187.6,100,Completed,Dedicated
62222,LOAD00062223,CUST00192,RTE00052,2026-03-11,Dry Van,11567,28,1315.2,273.36,0,Completed,Dedicated
62223,LOAD00062224,CUST00089,RTE00013,2026-03-11,Dry Van,33468,11,1258.9,141.33,0,Completed,Contract
62224,LOAD00062225,CUST00123,RTE00015,2026-03-11,Refrigerated,43812,9,254.86,13.8,0,Completed,Dedicated
62225,LOAD00062226,CUST00013,RTE00043,2026-03-11,Dry Van,34139,10,2320.3,249.44,100,Completed,Spot
62226,LOAD00062227,CUST00116,RTE00011,2026-03-11,Dry Van,43173,19,795.08,131.28,0,Completed,Dedicated
62227,LOAD00062228,CUST00105,RTE00010,2026-03-11,Dry Van,35705,15,134.74,15.64,200,Completed,Dedicated
62228,LOAD00062229,CUST00167,RTE00034,2026-03-11,Dry Van,19402,17,4349.69,792.88,0,Completed,Spot
62229,LOAD00062230,CUST00121,RTE00001,2026-03-11,Refrigerated,21749,8,1088.9,128.63,75,Completed,Dedicated
62230,LOAD00062231,CUST00075,RTE00044,2026-03-11,Dry Van,25127,19,7547.32,814.37,0,Completed,Contract
62231,LOAD00062232,CUST00173,RTE00042,2026-03-11,Dry Van,18563,22,6140.31,472.14,0,Completed,Dedicated
62232,LOAD00062233,CUST00087,RTE00054,2026-03-11,Dry Van,30781,12,2913.84,295.83,50,Completed,Dedicated
62233,LOAD00062234,CUST00129,RTE00040,2026-03-11,Refrigerated,27074,2,4530.61,524.7,100,Completed,Dedicated
62234,LOAD00062235,CUST00110,RTE00050,2026-03-11,Dry Van,22446,21,1388.32,170.88,100,Completed,Dedicated
62235,LOAD00062236,CUST00117,RTE00015,2026-03-11,Dry Van,16945,3,233.7,13.8,0,Completed,Contract
62236,LOAD00062237,CUST00031,RTE00029,2026-03-11,Dry Van,31883,20,6115.62,891.82,150,Completed,Dedicated
62237,LOAD00062238,CUST00002,RTE00029,2026-03-11,Dry Van,15301,10,6051.16,891.82,50,Completed,Contract
62238,LOAD00062239,CUST00103,RTE00042,2026-03-11,Refrigerated,14051,27,7191.74,472.14,0,Completed,Spot
62239,LOAD00062240,CUST00024,RTE00020,2026-03-11,Refrigerated,22579,24,3447.56,738.48,100,Completed,Contract
62240,LOAD00062241,CUST00080,RTE00046,2026-03-11,Dry Van,42371,26,5354.7,499.18,150,Completed,Spot
62241,LOAD00062242,CUST00012,RTE00023,2026-03-11,Dry Van,11855,14,3034.05,216.92,0,Completed,Dedicated
62242,LOAD00062243,CUST00029,RTE00030,2026-03-11,Dry Van,30470,23,5420.34,708.51,0,Completed,Contract
62243,LOAD00062244,CUST00069,RTE00036,2026-03-11,Dry Van,28101,15,597.43,86.46,75,Completed,Contract
62244,LOAD00062245,CUST00162,RTE00056,2026-03-11,Refrigerated,29746,18,3699.6,309.24,200,Completed,Spot
62245,LOAD00062246,CUST00093,RTE00002,2026-03-11,Dry Van,26974,11,1473.16,153.34,0,Completed,Spot
62246,LOAD00062247,CUST00195,RTE00016,2026-03-11,Refrigerated,40760,17,7266.18,463.93,200,Completed,Contract
62247,LOAD00062248,CUST00189,RTE00014,2026-03-11,Dry Van,18847,21,2867.71,228.76,0,Completed,Contract
62248,LOAD00062249,CUST00185,RTE00027,2026-03-11,Dry Van,38933,1,2202.12,419.43,0,Completed,Contract
62249,LOAD00062250,CUST00132,RTE00025,2026-03-11,Refrigerated,40421,1,5078.37,565.38,50,Completed,Spot
62250,LOAD00062251,CUST00106,RTE00056,2026-03-11,Refrigerated,16146,18,4145.89,309.24,0,Completed,Spot
62251,LOAD00062252,CUST00160,RTE00054,2026-03-11,Dry Van,17133,28,2790.02,295.83,0,Completed,Dedicated
62252,LOAD00062253,CUST00087,RTE00048,2026-03-11,Dry Van,41817,16,6780.32,792.88,0,Completed,Dedicated
62253,LOAD00062254,CUST00126,RTE00027,2026-03-11,Refrigerated,30911,1,2822.03,419.43,0,Completed,Dedicated
62254,LOAD00062255,CUST00053,RTE00002,2026-03-11,Dry Van,18138,1,1655.33,153.34,200,Completed,Contract
62255,LOAD00062256,CUST00030,RTE00019,2026-03-11,Dry Van,14430,24,2742.02,406.72,0,Completed,Contract
62256,LOAD00062257,CUST00002,RTE00038,2026-03-11,Refrigerated,26059,28,3845.85,314.64,0,Completed,Spot
62257,LOAD00062258,CUST00123,RTE00044,2026-03-11,Dry Van,18950,1,6606.63,814.37,0,Completed,Dedicated
62258,LOAD00062259,CUST00163,RTE00014,2026-03-11,Dry Van,28791,13,2257.14,228.76,75,Completed,Spot
62259,LOAD00062260,CUST00185,RTE00024,2026-03-11,Dry Van,15971,8,3194.63,376.0,50,Completed,Dedicated
62260,LOAD00062261,CUST00093,RTE00013,2026-03-11,Dry Van,44358,18,982.21,141.33,50,Completed,Dedicated
62261,LOAD00062262,CUST00129,RTE00048,2026-03-11,Dry Van,33780,17,5623.45,792.88,150,Completed,Contract
62262,LOAD00062263,CUST00119,RTE00003,2026-03-11,Refrigerated,20402,10,4900.05,580.87,100,Completed,Dedicated
62263,LOAD00062264,CUST00011,RTE00025,2026-03-11,Refrigerated,35927,24,4628.62,565.38,75,Completed,Spot
62264,LOAD00062265,CUST00083,RTE00043,2026-03-11,Refrigerated,34130,21,2490.02,249.44,75,Completed,Dedicated
62265,LOAD00062266,CUST00106,RTE00013,2026-03-11,Refrigerated,19646,26,1085.0,141.33,0,Completed,Contract
62266,LOAD00062267,CUST00035,RTE00038,2026-03-11,Refrigerated,13895,13,3084.57,314.64,200,Completed,Dedicated
62267,LOAD00062268,CUST00090,RTE00056,2026-03-11,Refrigerated,25417,26,4407.34,309.24,0,Completed,Spot
62268,LOAD00062269,CUST00200,RTE00018,2026-03-11,Refrigerated,20489,19,1446.59,187.6,0,Completed,Spot
62269,LOAD00062270,CUST00028,RTE00012,2026-03-11,Refrigerated,13578,12,5947.41,453.91,150,Completed,Dedicated
62270,LOAD00062271,CUST00051,RTE00006,2026-03-11,Refrigerated,20813,25,1245.49,189.0,200,Completed,Dedicated
62271,LOAD00062272,CUST00143,RTE00034,2026-03-11,Dry Van,32010,10,4344.3,792.88,0,Completed,Spot
62272,LOAD00062273,CUST00005,RTE00035,2026-03-11,Dry Van,30621,16,2051.05,344.12,75,Completed,Spot
62273,LOAD00062274,CUST00198,RTE00022,2026-03-11,Dry Van,29381,19,1063.48,161.53,50,Completed,Spot
62274,LOAD00062275,CUST00169,RTE00007,2026-03-11,Dry Van,15553,21,3716.36,504.32,200,Completed,Contract
62275,LOAD00062276,CUST00194,RTE00027,2026-03-11,Refrigerated,11737,22,2730.95,419.43,0,Completed,Contract
62276,LOAD00062277,CUST00143,RTE00032,2026-03-11,Dry Van,44149,26,5024.23,451.8,100,Completed,Dedicated
62277,LOAD00062278,CUST00029,RTE00008,2026-03-11,Refrigerated,29157,13,2150.86,114.3,0,Completed,Spot
62278,LOAD00062279,CUST00065,RTE00009,2026-03-11,Refrigerated,20732,27,1807.99,149.26,150,Completed,Dedicated
62279,LOAD00062280,CUST00140,RTE00003,2026-03-11,Refrigerated,10942,3,5836.44,580.87,150,Completed,Spot
62280,LOAD00062281,CUST00090,RTE00045,2026-03-11,Dry Van,21055,20,1298.0,137.31,0,Completed,Dedicated
62281,LOAD00062282,CUST00009,RTE00001,2026-03-11,Dry Van,14065,19,1286.8,128.63,0,Completed,Spot
62282,LOAD00062283,CUST00014,RTE00045,2026-03-11,Refrigerated,38711,16,1446.4,137.31,0,Completed,Spot
62283,LOAD00062284,CUST00047,RTE00014,2026-03-11,Dry Van,16559,21,2540.95,228.76,50,Completed,Contract
62284,LOAD00062285,CUST00145,RTE00011,2026-03-11,Refrigerated,31548,12,919.93,131.28,75,Completed,Spot
62285,LOAD00062286,CUST00016,RTE00047,2026-03-11,Refrigerated,21163,14,894.8,76.16,75,Completed,Contract
62286,LOAD00062287,CUST00141,RTE00051,2026-03-11,Dry Van,43828,3,2900.0,460.0,200,Completed,Contract
62287,LOAD00062288,CUST00094,RTE00014,2026-03-11,Dry Van,22930,9,2449.52,228.76,100,Completed,Spot
62288,LOAD00062289,CUST00019,RTE00027,2026-03-11,Dry Van,31968,17,2718.63,419.43,0,Completed,Spot
62289,LOAD00062290,CUST00035,RTE00020,2026-03-11,Dry Van,32864,17,3841.01,738.48,75,Completed,Dedicated
62290,LOAD00062291,CUST00168,RTE00042,2026-03-11,Refrigerated,11481,27,6239.8,472.14,0,Completed,Spot
62291,LOAD00062292,CUST00030,RTE00031,2026-03-11,Dry Van,42702,22,1235.99,185.6,0,Completed,Contract
62292,LOAD00062293,CUST00121,RTE00029,2026-03-11,Refrigerated,12168,3,6098.26,891.82,150,Completed,Dedicated
62293,LOAD00062294,CUST00029,RTE00037,2026-03-11,Dry Van,37042,13,4097.06,537.81,200,Completed,Contract
62294,LOAD00062295,CUST00037,RTE00035,2026-03-11,Refrigerated,37393,7,2234.93,344.12,50,Completed,Dedicated
62295,LOAD00062296,CUST00159,RTE00044,2026-03-11,Refrigerated,11574,17,7613.65,814.37,75,Completed,Contract
62296,LOAD00062297,CUST00104,RTE00030,2026-03-11,Dry Van,32677,19,5927.08,708.51,50,Completed,Spot
62297,LOAD00062298,CUST00022,RTE00028,2026-03-11,Dry Van,41863,14,4239.81,564.72,200,Completed,Contract
62298,LOAD00062299,CUST00178,RTE00058,2026-03-11,Refrigerated,34818,27,1022.32,98.61,50,Completed,Contract
